uid,sid
15,504
15,505
15,506
15,507
15,508
15,509
15,510
15,69
15,119
15,140
15,511
15,136
15,512
15,438
15,513
15,386
15,138
15,514
15,515
15,173
15,516
15,23
15,366
15,406
15,444
15,517
15,168
15,59
15,135
15,3
15,171
15,174
15,518
15,519
15,520
15,147
15,521
15,169
15,453
15,522
15,458
15,431
15,456
15,139
15,523
15,48
15,524
15,42
15,525
15,526
15,527
15,528
15,529
15,530
15,455
16,369
16,533
16,413
16,532
16,534
16,131
16,499
16,535
16,536
17,338
17,337
17,311
17,15
17,270
17,483
17,537
17,313
17,235
17,282
17,236
17,538
17,276
17,93
17,279
17,256
17,65
17,539
17,303
17,250
17,295
17,540
17,115
17,421
17,541
17,165
17,372
17,487
17,240
17,542
17,543
17,221
17,544
17,545
17,185
17,74
17,253
17,281
17,241
17,13
17,369
17,16
17,546
17,547
17,408
17,218
17,370
17,409
17,548
17,195
17,549
17,414
17,166
17,550
17,551
17,552
17,402
17,373
18,553
18,554
18,331
18,555
18,556
18,127
18,94
18,365
18,557
18,11
18,380
18,109
18,370
18,328
18,558
18,559
18,560
18,561
18,562
18,408
18,381
18,563
18,231
18,564
18,65
18,565
18,278
18,566
18,38
18,567
18,568
18,569
18,402
18,552
18,570
18,27
18,31
18,124
18,571
18,572
18,222
18,573
18,134
18,407
18,36
18,574
18,319
18,575
18,576
18,487
18,577
18,578
18,579
18,294
18,60
18,580
18,492
18,129
18,581
18,581
18,44
18,582
18,34
18,583
18,460
18,584
18,61
18,62
18,585
18,586
18,587
18,588
18,589
18,590
18,591
18,128
18,441
18,592
18,593
18,594
18,66
18,67
18,595
18,596
18,597
18,598
18,599
18,600
18,601
18,602
18,603
18,604
18,605
18,606
18,530
18,607
19,198
19,238
19,7
19,273
19,98
19,607
19,251
19,296
19,239
19,208
19,233
19,215
19,334
19,608
19,220
19,609
19,610
19,324
19,182
19,261
19,369
19,368
19,611
19,449
19,278
19,246
19,532
19,231
19,124
19,558
19,428
19,257
19,612
19,405
19,381
19,613
19,421
19,614
19,563
19,615
19,339
19,366
19,16
19,412
19,131
19,422
19,401
19,21
19,616
19,30
19,18
19,222
19,617
19,618
19,65
19,619
19,620
19,621
19,622
19,36
19,623
19,129
19,624
19,64
19,298
20,625
20,626
20,362
20,627
20,413
20,364
20,628
20,575
20,366
20,48
20,127
20,428
20,294
20,166
20,369
20,558
20,629
20,421
20,365
20,418
20,566
20,19
20,422
20,344
20,630
20,631
20,632
20,623
20,633
20,561
20,634
20,635
20,636
20,637
20,495
20,638
20,639
20,640
20,641
20,642
20,507
20,643
20,644
20,645
20,646
20,647
20,648
20,649
20,650
21,2
21,651
21,558
21,533
21,652
21,244
21,653
21,19
21,654
21,585
21,655
21,27
21,31
21,294
21,122
21,656
21,532
21,657
21,598
22,303
22,337
22,534
22,381
22,409
22,658
22,17
22,370
22,440
22,617
22,659
22,36
22,124
22,660
22,661
22,536
22,662
22,663
22,664
22,665
22,666
22,649
23,132
23,667
23,668
23,669
23,510
23,431
23,513
23,168
23,670
23,671
23,672
24,673
24,673
24,674
24,675
24,676
24,530
24,417
24,677
24,222
25,0
25,678
25,420
25,24
26,420
26,24
26,656
26,679
26,680
26,681
26,682
26,683
26,684
26,685
26,686
27,687
27,94
27,449
27,244
27,368
27,688
27,369
27,440
27,124
27,405
27,404
27,421
27,534
27,550
27,412
27,602
27,294
27,21
27,370
27,413
27,416
27,34
27,673
27,44
27,575
27,420
27,24
27,488
27,28
27,29
27,580
27,344
27,689
27,417
27,31
27,690
27,414
27,691
27,692
28,215
28,483
28,337
28,228
28,208
28,343
28,74
28,693
28,694
28,694
28,231
28,695
28,295
28,218
28,544
28,375
28,221
28,241
28,185
28,696
28,697
28,109
28,533
28,385
28,400
28,372
28,449
28,256
28,698
28,421
28,688
28,369
28,699
28,65
28,381
28,17
28,19
28,18
28,440
28,139
28,412
28,119
28,402
28,700
28,701
28,409
28,702
28,235
28,627
28,420
28,366
28,703
28,690
28,704
28,222
28,705
28,27
28,706
28,615
28,29
28,707
28,298
28,708
28,709
28,124
28,30
28,659
28,710
28,417
28,661
28,419
28,575
28,447
28,34
28,711
28,423
28,689
28,413
28,373
28,37
28,712
28,611
28,64
28,407
28,36
28,576
28,505
28,571
28,39
28,578
28,713
28,460
28,62
28,41
28,714
28,44
28,40
28,107
28,715
28,716
28,232
28,172
28,234
28,638
28,585
28,165
28,717
29,718
29,409
29,719
29,365
29,627
29,420
29,720
29,676
29,366
29,24
29,721
29,657
29,707
29,27
29,379
29,289
29,222
29,659
29,575
29,722
29,723
29,724
29,532
29,690
29,709
29,298
29,673
29,725
29,413
29,39
29,419
29,423
29,726
30,4
30,232
30,230
30,216
30,727
30,182
30,112
30,126
30,215
30,107
30,296
30,728
30,297
30,220
30,233
30,241
30,246
30,729
30,608
30,189
30,391
30,730
30,338
30,471
30,731
30,266
30,386
30,343
30,15
30,732
30,81
30,84
30,274
30,733
30,225
30,734
30,735
30,318
30,303
30,270
30,321
30,736
30,737
30,252
30,104
30,484
30,291
30,738
30,280
30,237
30,557
30,240
30,295
30,12
30,74
30,739
30,185
30,305
30,740
30,119
30,351
30,229
30,292
30,14
30,110
30,741
30,375
30,13
30,742
30,360
30,245
30,411
30,743
30,744
30,286
30,546
30,250
30,745
30,746
30,542
30,109
30,234
30,449
30,94
30,398
30,747
30,748
30,315
30,192
30,749
30,750
30,402
30,688
30,369
30,533
30,558
30,440
30,363
30,36
30,408
30,201
30,31
30,751
30,752
30,127
30,381
30,693
30,629
30,19
30,348
30,566
30,460
30,753
30,614
30,166
30,754
30,550
30,413
30,414
30,244
30,34
30,575
30,433
30,627
30,39
30,22
30,417
30,27
30,690
30,422
30,705
30,576
30,532
30,157
30,28
30,40
30,21
30,755
30,29
30,756
30,397
30,195
30,757
30,423
30,758
30,759
30,373
30,37
30,632
30,302
30,602
30,580
30,492
30,253
30,760
30,761
30,379
30,121
30,762
30,763
30,691
30,298
30,708
30,51
31,4
31,5
31,112
31,199
31,126
31,764
31,476
31,241
31,247
31,88
31,742
31,185
31,396
31,483
31,239
31,765
31,236
31,343
31,270
31,240
31,303
31,412
31,354
31,533
31,245
31,40
31,94
31,218
31,192
31,253
31,766
31,369
31,558
31,612
31,124
31,487
31,103
31,402
31,534
31,408
31,36
31,30
31,767
31,340
31,751
31,381
31,409
31,748
31,65
31,618
31,716
31,407
31,768
31,21
31,131
31,294
31,365
31,702
31,420
31,319
31,27
31,414
31,107
31,705
31,593
31,575
31,45
31,18
31,723
31,417
31,756
31,423
31,757
31,302
31,34
31,421
31,743
31,551
31,769
31,632
31,373
31,770
31,64
31,300
31,385
31,589
31,771
31,772
31,278
31,416
31,391
31,773
31,774
31,775
31,257
31,499
32,692
32,776
32,756
32,777
32,524
32,512
33,71
33,303
33,89
33,46
33,778
33,362
33,11
33,758
33,584
33,497
33,499
33,172
33,431
33,667
33,779
33,463
33,780
33,781
33,782
33,783
34,194
34,365
34,408
34,546
34,122
34,114
34,27
34,631
34,65
34,617
34,551
34,29
34,419
34,21
34,611
34,784
34,465
34,771
34,785
34,423
34,757
34,352
34,344
34,37
34,421
34,422
34,571
34,576
34,28
34,786
34,391
34,44
34,31
34,787
34,770
34,723
34,493
34,759
34,58
34,679
34,127
34,407
35,266
35,340
35,292
35,351
35,746
35,402
35,218
35,117
35,505
35,788
35,421
35,757
35,789
35,577
35,703
35,65
35,0
35,272
35,790
35,460
35,715
35,791
35,792
35,793
35,794
35,795
35,796
35,773
35,520
35,797
35,798
35,799
35,800
35,777
35,801
35,802
35,388
35,803
35,536
36,391
36,804
36,337
36,303
36,192
36,390
36,278
36,100
36,477
36,86
36,233
36,318
36,15
36,249
36,805
36,343
36,485
36,806
36,807
36,274
36,250
36,93
36,240
36,293
36,276
36,236
36,533
36,291
36,115
36,11
36,808
36,347
36,226
36,340
36,262
36,235
36,286
36,746
36,809
36,14
36,244
36,256
36,131
36,810
36,139
36,755
36,559
36,558
36,751
36,401
36,30
36,20
36,811
36,214
36,31
36,767
36,222
36,218
36,413
36,420
36,24
36,487
36,414
36,812
36,22
36,194
36,813
36,785
36,29
36,373
36,659
36,814
36,722
36,576
36,611
36,718
36,701
36,124
36,815
36,419
36,418
36,417
36,816
36,195
36,65
36,423
36,379
36,573
36,28
36,575
36,579
36,817
36,19
36,818
36,617
36,571
36,302
36,386
36,400
36,622
36,726
36,819
36,820
36,821
36,421
36,822
36,122
36,823
37,533
37,556
37,298
37,294
37,401
37,807
37,702
37,449
37,764
37,688
37,749
37,575
37,612
37,751
37,48
37,546
37,21
37,615
37,748
37,785
37,365
37,425
37,701
37,27
37,824
37,440
37,344
37,40
37,124
37,418
37,319
37,589
37,505
37,413
37,385
37,723
37,34
37,422
37,758
37,423
37,632
37,551
37,576
37,46
37,622
37,825
37,689
37,39
37,818
37,41
37,617
37,580
37,30
37,407
37,166
38,183
38,6
38,610
38,826
38,93
38,368
38,103
38,369
38,558
38,827
38,496
38,373
38,21
38,723
39,131
39,440
39,370
39,534
39,409
39,751
39,401
39,19
39,298
39,828
39,423
39,28
39,29
39,456
39,723
39,37
39,759
39,416
39,829
40,830
40,284
40,343
40,748
40,276
40,74
40,729
40,231
40,831
40,229
40,542
40,715
40,556
40,707
40,31
40,244
40,832
40,628
40,833
40,411
40,834
40,246
40,408
40,578
40,534
40,835
40,807
40,340
40,653
40,836
40,294
40,166
40,422
40,693
40,656
40,659
40,710
40,37
40,30
40,570
40,298
40,502
40,39
40,423
40,234
40,157
40,134
40,505
40,759
40,46
40,837
40,838
40,391
40,195
40,723
40,689
40,839
40,840
40,816
40,418
40,44
40,825
40,519
40,124
40,841
40,581
40,388
40,42
40,842
40,373
40,843
40,41
40,713
40,580
40,844
40,845
40,407
40,122
40,385
40,45
40,617
40,846
40,847
40,28
40,848
40,561
41,80
41,218
41,124
41,166
41,44
41,391
41,27
41,615
41,849
41,708
41,423
41,713
41,571
41,545
41,723
41,575
41,585
41,425
41,589
41,46
41,689
41,850
41,622
41,168
41,37
41,58
41,851
41,624
41,630
41,122
41,427
41,407
41,851
41,440
41,125
41,576
41,841
41,755
41,493
41,28
41,40
41,852
41,62
41,714
41,693
41,298
41,661
41,580
41,42
41,772
41,853
41,253
41,617
41,854
41,117
41,825
41,107
42,105
42,227
42,225
42,240
42,46
42,15
42,65
42,201
42,428
42,746
42,103
42,408
42,653
42,373
42,549
42,755
42,244
42,828
42,656
42,724
42,844
42,571
42,713
42,855
42,40
42,856
42,41
42,271
42,505
42,366
42,693
42,857
42,67
42,592
42,857
42,753
42,858
42,859
42,860
42,260
42,860
42,861
42,406
42,862
42,448
42,137
42,150
42,585
42,519
42,431
42,171
42,863
42,864
42,865
42,168
42,866
42,126
42,437
42,144
42,451
42,867
42,14
42,868
42,869
42,870
42,460
42,175
42,524
42,456
43,5
43,90
43,778
43,195
43,414
43,432
43,726
43,821
43,372
43,871
43,872
43,166
43,873
43,701
43,800
43,776
43,874
43,875
43,876
43,877
44,558
44,547
44,405
44,530
44,878
44,402
44,879
44,21
44,166
44,852
44,724
44,406
44,552
44,428
44,699
44,880
44,881
44,417
44,41
44,882
44,114
44,702
44,420
44,676
44,24
44,421
44,373
44,414
44,27
44,722
44,29
44,692
44,344
44,768
44,708
44,758
44,785
44,31
44,423
44,34
44,577
44,37
44,883
44,819
44,425
44,884
44,842
44,551
44,39
44,679
44,885
44,46
44,773
44,40
44,632
44,844
44,589
44,62
44,505
44,493
44,630
44,714
44,681
45,256
45,65
45,373
45,27
45,416
45,31
45,589
45,631
45,622
45,851
45,679
45,886
45,887
45,379
45,67
45,887
45,888
45,856
45,851
45,551
45,772
45,452
45,461
45,124
45,889
45,890
45,166
45,418
45,493
45,891
45,40
45,892
45,893
45,494
45,298
45,623
45,894
46,96
46,189
46,176
46,100
46,101
46,225
46,71
46,188
46,223
46,202
46,210
46,895
46,896
46,181
46,6
46,183
46,373
46,224
46,5
46,98
46,72
46,112
46,539
46,110
46,84
46,81
46,15
46,266
46,733
46,897
46,898
46,899
46,88
46,265
46,313
46,390
46,264
46,114
46,90
46,900
46,282
46,93
46,273
46,327
46,288
46,10
46,115
46,374
46,284
46,36
46,359
46,290
46,309
46,901
46,314
46,323
46,902
46,903
46,400
46,230
46,904
46,372
46,542
46,11
46,905
46,906
46,287
46,907
46,353
46,908
46,292
46,281
46,377
46,13
46,361
46,315
46,331
46,909
46,295
46,8
46,307
46,744
46,291
46,910
46,376
46,363
46,735
46,556
46,410
46,94
46,449
46,20
46,911
46,912
46,728
46,612
46,913
46,631
46,559
46,294
46,421
46,533
46,231
46,558
46,699
46,405
46,103
46,534
46,404
46,408
46,381
46,222
46,19
46,620
46,348
46,157
46,244
46,17
46,14
46,428
46,401
46,864
46,627
46,420
46,704
46,27
46,673
46,419
46,757
46,914
46,30
46,883
46,915
46,916
46,917
46,134
46,765
46,413
46,37
46,352
46,577
46,725
46,427
46,578
46,918
46,701
46,759
46,38
46,589
46,622
46,64
46,818
46,487
46,39
46,919
46,920
46,850
46,576
46,921
46,575
46,922
46,453
46,385
46,715
46,624
46,18
46,923
46,560
46,924
46,925
46,44
46,926
46,712
46,714
46,461
46,861
46,838
46,118
46,62
46,505
46,927
46,551
46,821
46,772
46,41
46,52
46,928
46,298
46,851
46,388
46,460
46,929
46,121
46,120
46,930
46,253
46,34
46,844
46,931
46,519
46,862
46,708
46,319
46,149
46,932
46,123
46,131
46,933
46,583
46,451
46,825
46,790
46,934
46,269
46,935
46,126
46,129
46,3
46,416
46,936
46,789
46,257
46,574
46,713
46,272
46,824
46,172
46,937
46,119
46,504
46,47
46,124
46,938
46,939
46,580
46,234
46,940
46,941
46,942
46,943
46,944
46,945
46,254
46,278
46,447
46,497
46,946
46,947
46,431
46,661
46,99
46,948
46,107
46,949
46,465
46,950
46,951
46,43
46,518
46,418
46,65
46,391
46,952
46,407
46,953
46,954
46,0
46,561
46,61
46,593
46,127
46,42
46,955
46,956
46,325
46,957
46,802
46,535
46,958
46,959
46,960
47,0
48,98
48,215
48,106
48,303
48,324
48,189
48,328
48,475
48,266
48,103
48,907
48,533
48,688
48,20
48,37
48,52
48,0
48,961
48,128
48,61
48,860
48,572
48,962
48,592
48,532
48,955
48,547
48,120
48,662
48,67
48,138
48,602
48,963
48,964
48,433
48,425
48,501
48,965
48,217
48,441
48,966
48,171
48,524
48,126
48,871
48,462
48,428
48,868
48,519
49,0
49,967
50,589
50,497
50,0
50,968
50,669
50,969
50,707
50,729
50,759
50,172
50,871
50,60
50,970
50,971
50,972
50,518
50,973
50,957
50,974
50,515
50,595
50,975
50,976
50,977
50,978
50,979
50,980
50,352
50,981
50,981
50,982
50,710
50,983
50,875
50,432
50,984
50,985
50,986
50,987
50,988
50,545
50,989
50,990
50,991
51,195
51,992
51,561
51,407
51,703
51,58
51,52
51,584
51,993
51,214
51,994
51,708
51,0
52,48
52,57
52,51
53,58
54,0
55,220
55,483
55,187
55,296
55,215
55,68
55,338
55,201
55,321
55,390
55,379
55,693
55,229
55,746
55,198
55,545
55,755
55,0
55,246
55,849
55,452
55,995
55,802
55,996
55,957
55,875
55,997
55,981
55,998
55,999
55,1000
55,986
55,765
55,272
55,684
55,639
55,636
55,1001
55,1002
55,835
56,713
56,0
57,52
57,0
57,1003
58,408
58,1004
58,616
58,757
58,611
58,713
58,579
58,623
58,571
58,447
58,427
58,581
58,41
58,493
58,123
58,34
58,700
58,51
58,259
58,53
58,0
58,60
58,1005
58,1006
58,440
58,662
58,1006
58,1007
58,128
58,61
58,585
58,586
58,602
58,172
58,587
58,948
58,1008
58,939
58,1009
58,499
58,432
58,552
58,67
58,1010
58,69
58,425
59,0
59,698
59,962
59,946
59,135
59,439
59,1011
59,449
59,510
59,1012
59,69
59,451
59,1013
59,271
59,168
60,912
60,381
60,38
60,753
60,420
60,157
60,425
60,759
60,842
60,595
60,580
60,50
60,0
60,58
60,1014
60,561
60,499
60,707
60,64
60,572
60,552
60,1015
60,987
60,605
60,133
60,859
60,448
60,144
60,134
60,342
60,868
60,689
60,1016
60,139
60,1017
60,1018
60,3
60,1019
60,671
60,526
60,1020
60,1021
60,524
60,119
60,1021
60,491
60,1022
60,1023
60,497
60,754
60,528
60,1024
60,717
60,456
60,1025
60,1026
60,527
60,271
60,972
60,455
60,970
60,710
60,460
60,1027
60,1028
60,504
60,872
60,520
60,1029
60,512
60,172
60,1030
60,519
60,447
60,979
60,509
60,518
60,1031
60,1032
60,1033
60,1034
60,1035
61,48
61,129
61,416
61,58
61,1005
61,1036
61,1037
61,993
61,1038
61,585
61,595
61,1039
61,67
61,576
61,63
62,310
62,37
62,60
62,548
62,370
62,402
62,629
62,412
62,21
62,133
62,933
62,621
62,18
62,814
62,577
62,622
62,1040
62,574
62,36
62,43
62,578
62,519
62,67
62,754
62,1041
62,505
62,919
62,921
62,46
62,418
62,39
62,944
62,427
62,490
62,924
62,713
62,822
62,416
62,715
62,726
62,789
62,391
62,1042
62,948
62,28
62,40
62,850
62,844
62,44
62,712
62,1043
62,1044
62,623
62,841
62,373
62,461
62,404
62,714
62,843
62,41
62,1045
62,934
62,407
62,45
62,633
62,493
62,1046
62,491
62,1047
62,1048
62,1049
62,504
62,52
62,708
62,127
62,572
62,0
62,1005
62,1050
62,1051
62,440
62,1052
62,128
62,256
62,61
62,1053
62,828
62,124
62,139
62,1054
62,1055
62,842
62,58
62,499
63,1056
63,113
63,1057
63,61
63,1058
63,597
64,1
64,100
64,213
64,75
64,79
64,80
64,288
64,609
64,82
64,1059
64,5
64,466
64,96
64,895
64,233
64,73
64,1060
64,731
64,262
64,296
64,1061
64,220
64,126
64,112
64,1062
64,360
64,326
64,337
64,297
64,471
64,84
64,474
64,254
64,386
64,253
64,106
64,266
64,389
64,103
64,390
64,225
64,1063
64,1064
64,88
64,311
64,270
64,553
64,9
64,114
64,36
64,312
64,199
64,239
64,483
64,320
64,10
64,91
64,15
64,313
64,433
64,325
64,273
64,218
64,93
64,274
64,275
64,282
64,323
64,1065
64,304
64,280
64,1066
64,1067
64,1068
64,557
64,1069
64,95
64,900
64,314
64,185
64,359
64,547
64,355
64,110
64,372
64,693
64,165
64,1070
64,305
64,287
64,353
64,74
64,115
64,695
64,908
64,292
64,291
64,740
64,742
64,375
64,713
64,331
64,361
64,295
64,539
64,555
64,1071
64,1072
64,987
64,302
64,8
64,286
64,290
64,1073
64,306
64,11
64,1074
64,533
64,1075
64,484
64,363
64,456
64,764
64,124
64,368
64,746
64,688
64,369
64,558
64,662
64,405
64,1076
64,749
64,408
64,534
64,421
64,14
64,231
64,428
64,381
64,402
64,653
64,412
64,404
64,38
64,879
64,21
64,620
64,1077
64,832
64,753
64,294
64,244
64,717
64,1078
64,673
64,409
64,880
64,701
64,627
64,235
64,195
64,24
64,1079
64,704
64,222
64,615
64,27
64,28
64,34
64,419
64,45
64,29
64,756
64,420
64,785
64,570
64,1080
64,758
64,423
64,134
64,413
64,1081
64,31
64,575
64,1082
64,850
64,1083
64,41
64,759
64,373
64,46
64,818
64,39
64,65
64,689
64,19
64,571
64,844
64,679
64,427
64,1084
64,44
64,633
64,580
64,772
64,892
64,118
64,230
64,125
64,298
64,708
64,842
64,583
64,585
64,3
64,930
64,1085
64,519
64,119
64,945
64,1086
64,947
64,246
64,54
64,561
64,61
64,961
64,449
64,838
64,62
64,446
64,1087
64,1088
64,1089
64,1090
64,128
64,1091
64,1092
64,1093
64,1094
64,127
64,587
64,597
64,552
64,234
64,1095
64,1058
64,380
65,207
65,6
65,386
65,84
65,263
65,88
65,326
65,1096
65,826
65,327
65,93
65,10
65,1097
65,8
65,280
65,547
65,340
65,347
65,231
65,165
65,273
65,17
65,372
65,287
65,12
65,695
65,279
65,281
65,295
65,908
65,13
65,292
65,110
65,94
65,45
65,885
65,1098
65,245
65,744
65,9
65,11
65,1099
65,687
65,400
65,413
65,398
65,1100
65,628
65,363
65,364
65,1101
65,560
65,1102
65,119
65,1075
65,832
65,368
65,746
65,20
65,1103
65,270
65,558
65,42
65,631
65,559
65,348
65,1104
65,715
65,15
65,534
65,257
65,1006
65,294
65,673
65,381
65,654
65,740
65,37
65,19
65,618
65,139
65,352
65,1105
65,580
65,551
65,704
65,44
65,690
65,428
65,114
65,420
65,414
65,571
65,404
65,222
65,705
65,34
65,28
65,593
65,27
65,36
65,124
65,41
65,14
65,575
65,366
65,29
65,31
65,505
65,373
65,756
65,421
65,758
65,422
65,844
65,416
65,623
65,487
65,622
65,1106
65,64
65,1064
65,679
65,888
65,18
65,821
65,1107
65,630
65,561
65,407
65,234
65,35
65,942
65,431
65,797
65,46
65,246
65,1005
65,1108
65,857
65,0
65,499
65,126
65,131
65,956
65,583
65,847
65,1109
65,1110
65,1111
65,1111
66,1112
66,391
66,54
66,1006
66,1113
66,668
66,1114
66,1115
66,1116
